trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
209,False,"{'a': 0.5, 'e': 0.946646649531068}",20,0,-72.94715272479472,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.9461395138635421}",20,0,-103.31890898570238,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9456300460572075}",25,0,-222.07054182201696,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
212,False,"{'a': 0.5, 'e': 0.9451182473678511}",25,14,6.6085893518091385,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.9446041190570053}",20,0,-100.16510112363378,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.9440876623919446}",25,0,-143.87027143016508,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9435688786456831}",20,0,-14.554292561372131,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9430477690969702}",20,0,-181.82424275265367,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9425243350302888}",20,0,-115.82923699184222,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.9419985777358512}",20,0,-48.69748398220477,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9414704985095962}",20,0,-90.19690198655368,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9409400986531861}",25,0,-59.81304066716691,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9404073794740033}",20,0,-143.3037818047467,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9398723422851469}",30,22,-9.53918924941038,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.93933498840543}",20,8,-54.48501293423557,"{0: 6, 1: 4, 2: 0, 3: 2, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.9387953191593756}",20,0,-146.86707798312074,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.9382533358772145}",25,2,-62.48573521613935,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.9377090398948807}",25,0,-23.120484656337535,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.9371624325540094}",25,0,-188.39987847855042,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.9366135152019325}",20,0,-160.09570007090394,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.9360622891916762}",20,8,-109.6584298559104,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
230,False,"{'a': 0.5, 'e': 0.9355087558819573}",20,0,-16.64334898675184,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.9349529166371795}",20,0,-126.67860975626552,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
232,False,"{'a': 0.5, 'e': 0.9343947728274309}",20,0,-92.46117136118782,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.9338343258284799}",25,0,-111.52021126901809,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.933271577021772}",30,0,-142.92642762374487,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.9327065277944264}",20,0,-51.03697333113039,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.9321391795392326}",25,0,-243.95610705563317,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
237,False,"{'a': 0.5, 'e': 0.9315695336546473}",25,7,-61.05385119695043,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.93099759154479}",20,8,-98.23721232807083,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
239,False,"{'a': 0.5, 'e': 0.9304233546194407}",25,2,-144.84959239335922,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 3}",1
240,False,"{'a': 0.5, 'e': 0.9298468242940358}",20,0,-177.2659219416499,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
241,False,"{'a': 0.5, 'e': 0.9292680019896643}",20,0,-118.61475835979701,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.9286868891330653}",20,0,-106.5639671084973,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.9281034871566235}",20,0,-162.2469825321279,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.927517797498366}",30,0,-113.86227205779741,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9269298216019592}",25,0,-114.23167343322325,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9263395609167044}",20,8,-74.58466784488877,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.9257470168975349}",20,0,-61.44056491563444,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9251521910050122}",30,9,-38.43302474392488,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.9245550847053222}",25,0,-97.0823132408176,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9239556994702721}",30,0,-190.25765233304745,"{0: 19, 1: 3, 2: 2, 3: 3, 4: 3}",0
251,False,"{'a': 0.5, 'e': 0.9233540367772862}",30,0,-105.00555831033473,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9227500981094026}",30,0,-104.44435675684917,"{0: 22, 1: 2, 2: 2, 3: 3, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9221438849552692}",25,0,-51.600929162916195,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9215353988091408}",25,0,-96.00725993703588,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
255,False,"{'a': 0.5, 'e': 0.9209246411708745}",20,0,-102.53505796427591,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9203116135459264}",20,0,-136.58386938229228,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.919696317445348}",20,0,-93.93425004060511,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.9190787543857823}",25,12,-210.04923112190983,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 5}",1
259,False,"{'a': 0.5, 'e': 0.9184589258894604}",25,0,-156.22222194058105,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9178368334841971}",35,0,-194.39986782164456,"{0: 22, 1: 3, 2: 5, 3: 2, 4: 3}",0
261,False,"{'a': 0.5, 'e': 0.9172124787033875}",30,0,-172.84012055592888,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9165858630860038}",30,19,-48.4784592506397,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.91595698817659}",20,0,-67.13638814331482,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9153258555252599}",20,0,-116.32456763310144,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.914692466687692}",20,0,-70.54259273251851,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.914056823225126}",20,0,-97.68016124069828,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.9134189267043593}",25,0,-155.259759669527,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
268,False,"{'a': 0.5, 'e': 0.9127787786977426}",20,0,-93.7074290206135,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.9121363807831764}",20,3,-31.21640032966927,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.9114917345441071}",25,0,-144.9109990076276,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.9108448415695228}",20,0,-90.37715691460963,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9101957034539497}",25,0,-124.10803211755953,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.9095443217974479}",25,0,-225.43093894010252,"{0: 9, 1: 4, 2: 8, 3: 1, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.908890698205608}",30,0,-151.92499323856546,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.9082348342895461}",35,0,-108.46761242638394,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.9075767316659011}",30,0,-239.71603602806044,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
277,False,"{'a': 0.5, 'e': 0.9069163919568297}",20,0,-69.63111886791697,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9062538167900029}",25,0,-57.43294815071704,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.9055890077986021}",25,0,-171.29247123832778,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
280,False,"{'a': 0.5, 'e': 0.9049219666213144}",20,0,-102.23413267147963,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.9042526949023293}",20,0,-119.35008833149217,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.9035811942913344}",20,0,-20.43192696897784,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.9029074664435112}",20,0,-92.19736037516924,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9022315130195311}",20,9,-51.12134017017906,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.9015533356855514}",25,0,-113.11917595319174,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.900872936113211}",20,0,-78.09037735107704,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.9001903159796265}",20,0,-77.19780234639809,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.8995054769673879}",20,0,-158.29267347041872,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.8988184207645545}",25,0,-218.772794901965,"{0: 13, 1: 3, 2: 2, 3: 4, 4: 3}",0
290,False,"{'a': 0.5, 'e': 0.898129149064651}",25,0,-114.70001669060417,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.8974376635666625}",20,8,-33.07715790745269,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.8967439659750317}",25,0,-169.21431936767019,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.896048057999653}",20,0,-158.14563973921437,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.89534994135587}",20,0,-24.408875234435463,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.8946496177644697}",20,0,-122.8962433547445,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.8939470889516796}",25,0,-158.9364470412795,"{0: 12, 1: 3, 2: 6, 3: 3, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.8932423566491625}",25,0,-124.80573123123897,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.8925354225940129}",20,0,-56.522332273423,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8918262885287519}",20,0,-137.68862428668652,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
300,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,-195.63870535283687,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
301,False,"{'a': 0.5, 'e': 0.8904014273650916}",25,0,-133.83131174720208,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.8896857037788318}",35,0,-149.699956170425,"{0: 22, 1: 5, 2: 5, 3: 1, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.8889677872067312}",25,0,-104.90482735241127,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.8882476794183819}",30,0,-124.64770656544319,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.8875253821887774}",20,0,-103.09603112995804,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.8868008972983078}",35,0,-146.40714497207497,"{0: 22, 1: 4, 2: 5, 3: 3, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.8860742265327554}",30,0,-92.32773729852323,"{0: 21, 1: 1, 2: 5, 3: 3, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.8853453716832905}",30,0,-182.2975811323353,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
309,False,"{'a': 0.5, 'e': 0.8846143345464674}",20,0,-126.78596198643045,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.8838811169242189}",20,0,-5.435861191536886,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.8831457206238528}",25,0,-61.518602630334414,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.8824081474580471}",25,0,-120.8447495654654,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.8816683992448454}",20,0,-61.84016413322844,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.8809264778076529}",20,0,-163.18669307317808,"{0: 7, 1: 2, 2: 8, 3: 2, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.8801823849752313}",25,0,-162.07460968008235,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.8794361225816946}",25,0,-294.5315210973304,"{0: 7, 1: 5, 2: 6, 3: 3, 4: 4}",0
317,False,"{'a': 0.5, 'e': 0.8786876924665045}",20,0,-49.73483975365374,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.8779370964744663}",20,0,-98.04645677684036,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.8771843364557234}",20,0,-60.44360019846602,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.8764294142657537}",20,0,-130.1058571096815,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
321,False,"{'a': 0.5, 'e': 0.8756723317653645}",25,0,-151.5862302341988,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
322,False,"{'a': 0.5, 'e': 0.8749130908206881}",20,0,-33.35794909396316,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.8741516933031772}",20,0,-138.24962818317502,"{0: 11, 1: 6, 2: 0, 3: 0, 4: 3}",0
324,False,"{'a': 0.5, 'e': 0.8733881410896001}",20,4,-18.58752163182392,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.8726224360620362}",20,0,-206.81003180622747,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
326,False,"{'a': 0.5, 'e': 0.8718545801078713}",20,0,-79.49837175866347,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.8710845751197934}",30,0,-179.26205191439496,"{0: 17, 1: 1, 2: 7, 3: 4, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.8703124229957875}",25,5,-34.55741519854868,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.8695381256391306}",25,0,-107.29851923771265,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.8687616849583882}",30,16,-72.66826076170506,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.8679831028674084}",20,4,-128.01196777010543,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 2}",1
332,False,"{'a': 0.5, 'e': 0.8672023812853177}",25,0,-300.5856623033531,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 6}",0
333,False,"{'a': 0.5, 'e': 0.8664195221365165}",20,0,-60.32643527809885,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8656345273506739}",25,14,-41.66098098571702,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.8648473988627231}",20,0,-66.71059364246456,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.8640581386128567}",25,0,-183.71741316025737,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
337,False,"{'a': 0.5, 'e': 0.863266748546522}",20,0,-97.10932138856585,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.8624732306144158}",25,1,-72.30169898387636,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.8616775867724802}",30,0,-92.1317850924145,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.8608798189818971}",20,0,-16.89987328326933,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.8600799292090843}",20,0,-107.52437708410534,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.8592779194256893}",30,18,3.8658148685546236,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.8584737916085857}",30,0,-143.42503399299872,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
344,False,"{'a': 0.5, 'e': 0.857667547739868}",25,14,-41.20223257145161,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.856859189806846}",25,0,-162.09700226367397,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.8560487198020409}",25,7,-72.7517293206786,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
347,False,"{'a': 0.5, 'e': 0.8552361397231799}",25,0,-62.92905174552038,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8544214515731909}",20,0,-100.73969629898478,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.8536046573601986}",20,0,-95.98193651965066,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.8527857590975187}",25,6,-68.76047122430806,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.851964758803653}",20,0,-75.92926485292699,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.8511416585022844}",20,0,-188.50674105288198,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
353,False,"{'a': 0.5, 'e': 0.8503164602222729}",25,9,-40.60908507195023,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.8494891659976491}",20,0,-98.40623846433789,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.8486597778676102}",25,8,-34.211903540190754,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.8478282978765144}",20,0,-112.65119836812391,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.8469947280738764}",25,7,7.2889440716650515,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.8461590705143621}",20,0,-45.247924634697014,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.8453213272577833}",25,0,-117.42006876547393,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.844481500369093}",20,0,-66.65842380563848,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.8436395919183799}",20,0,-100.44907429611115,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.8427956039808638}",25,0,-108.33036116306708,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.8419495386368903}",30,0,-74.78218099076119,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.8411013979719252}",25,12,-15.964468339538481,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.8402511840765502}",35,0,-82.13443965854486,"{0: 25, 1: 1, 2: 7, 3: 2, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.8393988990464568}",30,19,-14.763057844093389,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.8385445449824424}",20,3,4.3324700610858695,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.8376881239904034}",20,0,-38.87648178837027,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.8368296381813318}",25,0,-157.86739044401853,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
370,False,"{'a': 0.5, 'e': 0.8359690896713088}",25,0,-190.2784422933376,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
371,False,"{'a': 0.5, 'e': 0.8351064805814998}",25,10,-44.69581974077647,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
372,False,"{'a': 0.5, 'e': 0.8342418130381498}",35,4,-135.0958046206489,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 2}",1
373,False,"{'a': 0.5, 'e': 0.8333750891725772}",25,2,-58.11260391154143,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
374,False,"{'a': 0.5, 'e': 0.8325063111211691}",25,0,-131.73478395226118,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.8316354810253763}",25,9,-31.948488208548895,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.8307626010317075}",25,0,-144.20591086109596,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.8298876732917239}",35,0,-195.6576755044433,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 3}",0
378,False,"{'a': 0.5, 'e': 0.8290106999620347}",25,0,-114.36424382123947,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
379,False,"{'a': 0.5, 'e': 0.8281316832042909}",30,0,-197.8469824734574,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
380,False,"{'a': 0.5, 'e': 0.8272506251851802}",30,0,-160.53363557359796,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
381,False,"{'a': 0.5, 'e': 0.8263675280764226}",20,9,-63.44812196515315,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.8254823940547633}",20,6,-50.6409841864967,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.8245952253019689}",25,2,-3.1485732945837124,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.8237060240048213}",20,0,-21.043134660115832,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.8228147923551119}",25,12,-52.35717341066515,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.8219215325496376}",25,0,-88.61481584671395,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.8210262467901939}",20,0,-143.0345859465755,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
388,False,"{'a': 0.5, 'e': 0.8201289372835701}",20,0,-12.060532254415975,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.8192296062415441}",30,0,-86.8563214522408,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.8183282558808763}",35,0,-283.67975033885057,"{0: 18, 1: 1, 2: 10, 3: 2, 4: 4}",0
391,False,"{'a': 0.5, 'e': 0.8174248884233051}",20,9,-54.67622608466555,"{0: 6, 1: 1, 2: 2, 3: 2, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.8165195060955401}",35,0,-176.76055227413588,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 3}",0
